SampleID,Row.names.x,env_broad_scale,env_local_scale,env_medium,Experiment,geo_loc_name,HOST,Organism,Platform,Sample.Name,S.obs,S.chao1,se.chao1.x,S.ACE,se.ACE.x,sample_sums(g16F4),Row.names.y,S.obs_rare,S.chao1_rare,se.chao1.y,S.ACE_rare,se.ACE.y,sample_sums(g16F4Rare),Row.names.x,S.obs_antiRare,S.chao1_antiRare,se.chao1.x,S.ACE_antiRare,se.ACE.x,sample_sums(g16AntiRare),Row.names.y,S.obs_anti,S.chao1_anti,se.chao1.y,S.ACE_anti,se.ACE.y,sample_sums(g16Anti),AntiBdRARare,AntiBdRA
POSH63,POSH63,temperate woodland biome [ENVO:01000221],skin environment [ENVO:2100003],mucus material [ENVO:02000040],SRX22506982,USA: Front Royal CBI,Plethodon cinereus,skin metagenome,ILLUMINA,POSH63,117,117.5,1.29719419,117.3174603,5.322266393,4770,POSH63,113,114.4,1.68388456,115.5625034,5.015382144,2022,POSH63,13,13,0,13,1.754116039,368,POSH63,14,14,0.481812056,14.53026855,1.45237192,838,0.181998022,0.175681342
POSH64,POSH64,temperate woodland biome [ENVO:01000221],skin environment [ENVO:2100003],mucus material [ENVO:02000040],SRX22506983,USA: Front Royal CBI,Plethodon cinereus,skin metagenome,ILLUMINA,POSH64,352,353.8,1.891889147,354.4173512,9.301170929,9738,POSH64,295,352.75,17.14350706,353.9854462,8.642981498,2022,POSH64,40,42,2.582772597,42.92819097,3.223909632,643,POSH64,44,44,0.247142763,44.25914556,2.932085523,3030,0.318001978,0.311152187
POSH65,POSH65,temperate woodland biome [ENVO:01000221],skin environment [ENVO:2100003],mucus material [ENVO:02000040],SRX22506984,USA: Front Royal CBI,Plethodon cinereus,skin metagenome,ILLUMINA,POSH65,359,363.5882353,3.57506856,362.1965259,9.399861517,5658,POSH65,333,352.140625,7.394899482,359.2504554,7.489340084,2022,POSH65,18,18,0,18,1.58113883,144,POSH65,18,18,0,18,2,381,0.071216617,0.067338282
POSH66,POSH66,temperate woodland biome [ENVO:01000221],skin environment [ENVO:2100003],mucus material [ENVO:02000040],SRX22506985,USA: Front Royal CBI,Plethodon cinereus,skin metagenome,ILLUMINA,POSH66,423,429.1764706,4.381738922,426.3766194,10.19639319,22619,POSH66,256,367.0185185,28.05915091,375.6535031,10.60706269,2022,POSH66,22,23,1.577697827,24.25008302,2.197935448,206,POSH66,26,27,2.313406979,28.42222222,2.01662302,2113,0.101879327,0.093417039
POSH67,POSH67,temperate woodland biome [ENVO:01000221],skin environment [ENVO:2100003],mucus material [ENVO:02000040],SRX22506986,USA: Front Royal CBI,Plethodon cinereus,skin metagenome,ILLUMINA,POSH67,171,172.1111111,1.575470839,171.93302,6.252949234,11400,POSH67,123,149.25,11.51119007,146.8307862,5.5869343,2022,POSH67,3,3,0.40824829,NA,NA,62,POSH67,3,3,0,3,0.816496581,328,0.03066271,0.02877193
POSH68,POSH68,temperate woodland biome [ENVO:01000221],skin environment [ENVO:2100003],mucus material [ENVO:02000040],SRX22506987,USA: Front Royal CBI,Plethodon cinereus,skin metagenome,ILLUMINA,POSH68,360,360.4285714,0.912964687,360.4615385,8.91276312,21768,POSH68,262,322.3387097,16.95429564,346.6867139,9.239481185,2022,POSH68,19,19.5,1.287887358,19.79978142,2.144091453,359,POSH68,22,22,0,22,1.348399725,3961,0.177546983,0.181964351
POSH69,POSH69,temperate woodland biome [ENVO:01000221],skin environment [ENVO:2100003],mucus material [ENVO:02000040],SRX22506988,USA: Front Royal CBI,Plethodon cinereus,skin metagenome,ILLUMINA,POSH69,689,696.5,5.080371642,692.3052715,12.56807922,27555,POSH69,454,625.9191919,33.31622301,659.0621717,13.98181849,2022,POSH69,26,41,13.73308272,30.03841991,2.630865245,438,POSH69,30,30,0,30,1.643167673,5746,0.216617211,0.208528398
POSH70,POSH70,temperate woodland biome [ENVO:01000221],skin environment [ENVO:2100003],mucus material [ENVO:02000040],SRX22506875,USA: Front Royal CBI,Plethodon cinereus,skin metagenome,ILLUMINA,POSH70,766,793.5,10.80183631,780.4964977,13.76461197,55540,POSH70,338,530.5138889,39.91415741,579.6755588,14.76089593,2022,POSH70,43,43.6,1.184716898,43.96137286,2.836425062,344,POSH70,53,53,0.247630278,53.54602051,2.332522656,8794,0.170128586,0.158336334
POSH71,POSH71,temperate woodland biome [ENVO:01000221],skin environment [ENVO:2100003],mucus material [ENVO:02000040],SRX22506876,USA: Front Royal CBI,Plethodon cinereus,skin metagenome,ILLUMINA,POSH71,260,288,21.78174567,271.0909091,4.119942962,23399,POSH71,240,252.2368421,6.003524544,253.6179674,6.511518394,2022,POSH71,11,12,2.273030283,12.31076923,1.722623576,318,POSH71,11,11,0,11,0.953462589,3627,0.15727003,0.155006624
POSH72,POSH72,temperate woodland biome [ENVO:01000221],skin environment [ENVO:2100003],mucus material [ENVO:02000040],SRX22506877,USA: Front Royal CBI,Plethodon cinereus,skin metagenome,ILLUMINA,POSH72,380,387.5,5.226707003,383.47651,9.682722887,7167,POSH72,331,381.4482759,15.08376468,379.3091877,8.09480038,2022,POSH72,14,14,0,14,1.8516402,161,POSH72,15,15,0,15,1.825741858,537,0.079624135,0.074926748
POSH73,POSH73,temperate woodland biome [ENVO:01000221],skin environment [ENVO:2100003],mucus material [ENVO:02000040],SRX22506878,USA: Front Royal CBI,Plethodon cinereus,skin metagenome,ILLUMINA,POSH73,661,667.1111111,4.97687658,663.6015421,9.217242856,55950,POSH73,412,554.7386364,29.78981642,574.9213537,12.44616402,2022,POSH73,28,30.5,2.895198116,31.87451985,2.565768124,292,POSH73,35,35,0,35,1.656157342,7496,0.144411474,0.133976765
POSH74,POSH74,freshwater biome [ENVO:00000873],skin environment [ENVO:2100003],mucus material [ENVO:02000040],SRX22506879,USA: Front Royal CBI,Eurycea bislineata,skin metagenome,ILLUMINA,POSH74,107,107.0909091,0.358734366,107.4382348,4.949042721,10195,POSH74,86,109.6190476,10.9948317,121.8644343,6.182568865,2022,POSH74,15,15,0.161015297,15.49043367,1.928086103,1514,POSH74,15,15,0.483045892,16.10204082,1.278684104,7690,0.7487636,0.754291319
POSH76,POSH76,freshwater biome [ENVO:00000873],skin environment [ENVO:2100003],mucus material [ENVO:02000040],SRX22506882,USA: Front Royal CBI,Eurycea bislineata,skin metagenome,ILLUMINA,POSH76,381,387.875,5.566662144,383.1938036,9.661631926,8031,POSH76,331,397.8035714,18.77863976,395.5719937,8.853739719,2022,POSH76,8,8.333333333,0.91341173,9.658495351,1.480075592,51,POSH76,10,10,0.474341649,10.36983471,1.545916251,201,0.025222552,0.025028016
POSH77,POSH77,freshwater biome [ENVO:00000873],skin environment [ENVO:2100003],mucus material [ENVO:02000040],SRX22506883,USA: Front Royal CBI,Eurycea bislineata,skin metagenome,ILLUMINA,POSH77,233,235.5,3.161228429,233.9084061,7.56440001,5586,POSH77,219,228.8484848,5.312371315,229.4332704,6.27111402,2022,POSH77,7,7,0,7,1.309307341,194,POSH77,9,10,2.258317958,13.09090909,1.975548789,501,0.095944609,0.089688507
POSH78,POSH78,freshwater biome [ENVO:00000873],skin environment [ENVO:2100003],mucus material [ENVO:02000040],SRX22506884,USA: Front Royal CBI,Eurycea bislineata,skin metagenome,ILLUMINA,POSH78,395,399.125,3.364554161,397.6789577,9.892189203,6246,POSH78,367,420.625,15.91987408,412.5262609,8.42195414,2022,POSH78,11,11,0,11,0.953462589,53,POSH78,12,12,0,12,1.707825128,155,0.026211672,0.024815882
POSH79,POSH79,freshwater biome [ENVO:00000873],skin environment [ENVO:2100003],mucus material [ENVO:02000040],SRX22506885,USA: Front Royal CBI,Eurycea bislineata,skin metagenome,ILLUMINA,POSH79,534,547,6.821878236,541.0167797,11.2016641,6966,POSH79,452,509.6442308,14.53366866,524.5213627,9.704981673,2022,POSH79,16,16,0.484122918,16.24934375,1.956312092,209,POSH79,19,19,0.486664263,19.53909465,1.410207356,734,0.103363007,0.105368935
POSH80,POSH80,freshwater biome [ENVO:00000873],skin environment [ENVO:2100003],mucus material [ENVO:02000040],SRX22506886,USA: Front Royal CBI,Eurycea bislineata,skin metagenome,ILLUMINA,POSH80,413,424,8.477614962,415.0112507,9.969232365,8362,POSH80,339,384.7692308,13.11622006,393.0783495,8.420538222,2022,POSH80,21,21.33333333,0.921284664,21.60404706,2.155478692,223,POSH80,23,23,0.489009647,23.35278747,2.185975695,808,0.110286845,0.096627601
POSH81,POSH81,freshwater biome [ENVO:00000873],skin environment [ENVO:2100003],mucus material [ENVO:02000040],SRX22506887,USA: Front Royal CBI,Eurycea bislineata,skin metagenome,ILLUMINA,POSH81,277,281,3.890785142,278.745024,8.030967353,7531,POSH81,232,297.3947368,20.47755629,291.0888579,8.489992325,2022,POSH81,14,14,0,14,1.690308509,485,POSH81,17,17,0,17,1.571810496,1849,0.239861523,0.245518523
POSH82,POSH82,freshwater biome [ENVO:00000873],skin environment [ENVO:2100003],mucus material [ENVO:02000040],SRX22506888,USA: Front Royal CBI,Eurycea bislineata,skin metagenome,ILLUMINA,POSH82,1144,1179,13.00029659,1158.005075,16.3660628,38978,POSH82,642,901.2608696,41.83041962,943.0142933,17.22248615,2022,POSH82,26,27.875,2.254359653,30.01961358,2.470093577,146,POSH82,32,32,0.492125492,32.30133057,2.272967202,2722,0.072205737,0.069834265
POSH83,POSH83,freshwater biome [ENVO:00000873],skin environment [ENVO:2100003],mucus material [ENVO:02000040],SRX22506889,USA: Front Royal CBI,Eurycea bislineata,skin metagenome,ILLUMINA,POSH83,1851,1889.769231,12.74971089,1867.491129,20.81253339,62255,POSH83,863,1332.455446,59.84680591,1461.920569,24.21566301,2022,POSH83,33,40.2,6.431810868,38.92416617,2.626335234,184,POSH83,48,48,0,48,1.914854216,5593,0.090999011,0.089840173
POSH84,POSH84,freshwater biome [ENVO:00000873],skin environment [ENVO:2100003],mucus material [ENVO:02000040],SRX22507173,USA: Front Royal CBI,Eurycea bislineata,skin metagenome,ILLUMINA,POSH84,1345,1359.8,6.625807923,1354.855006,17.51429521,50619,POSH84,669,1017.274648,52.36033404,1047.784061,18.56729534,2022,POSH84,26,27,1.811031582,26.91258306,2.104589358,330,POSH84,36,36,0,36,2.074983266,7783,0.163204748,0.153756495
POSH85,POSH85,freshwater biome [ENVO:00000873],skin environment [ENVO:2100003],mucus material [ENVO:02000040],SRX22507174,USA: Front Royal CBI,Eurycea bislineata,skin metagenome,ILLUMINA,POSH85,1834,1879.418605,15.0123311,1849.425971,20.77416256,63414,POSH85,804,1384.125,74.99330006,1503.400196,24.4668959,2022,POSH85,53,58.2,3.987456966,63.65563684,3.772611558,350,POSH85,65,65,0,65,2.333699605,10957,0.173095945,0.172785189
POSH86,POSH86,freshwater biome [ENVO:00000873],skin environment [ENVO:2100003],mucus material [ENVO:02000040],SRX22507175,USA: Front Royal CBI,Eurycea bislineata,skin metagenome,ILLUMINA,POSH86,1709,1741.692308,12.03762759,1720.261012,20.08049347,53992,POSH86,803,1254.480874,59.72826657,1388.431012,23.5753599,2022,POSH86,31,32.11111111,1.574176051,33.76023392,2.182030344,153,POSH86,42,42,0,42,1.669045921,4431,0.075667656,0.082067714
POSH87,POSH87,freshwater biome [ENVO:00000873],skin environment [ENVO:2100003],mucus material [ENVO:02000040],SRX22507176,USA: Front Royal CBI,Eurycea bislineata,skin metagenome,ILLUMINA,POSH87,529,546.2727273,10.23569733,533.3912653,11.39383749,62616,POSH87,210,388.3636364,47.86831878,409.7281797,12.40390058,2022,POSH87,15,22,7.08471466,27.05475715,2.924288402,65,POSH87,25,25,0,25,2.13541565,1878,0.03214639,0.029992334
POSH88,POSH88,freshwater biome [ENVO:00000873],skin environment [ENVO:2100003],mucus material [ENVO:02000040],SRX22507177,USA: Front Royal CBI,Desmognathus fuscus,skin metagenome,ILLUMINA,POSH88,421,422.9565217,1.954879061,423.4241982,10.04400012,8500,POSH88,337,395.4477612,16.24660111,400.1558846,8.573009619,2022,POSH88,13,14.5,2.568039639,15.33479532,1.869927661,322,POSH88,13,13,0,13,1.664100589,1375,0.159248269,0.161764706
POSH89,POSH89,freshwater biome [ENVO:00000873],skin environment [ENVO:2100003],mucus material [ENVO:02000040],SRX22507178,USA: Front Royal CBI,Desmognathus fuscus,skin metagenome,ILLUMINA,POSH89,776,785.24,5.365525615,780.9493543,13.8027827,15048,POSH89,571,679.4701493,21.73614945,700.399255,11.61262674,2022,POSH89,12,12.33333333,0.917610307,12.83402706,1.459072665,58,POSH89,12,12,0,12,1.5,380,0.028684471,0.025252525
POSH90,POSH90,freshwater biome [ENVO:00000873],skin environment [ENVO:2100003],mucus material [ENVO:02000040],SRX22507179,USA: Front Royal CBI,Desmognathus fuscus,skin metagenome,ILLUMINA,POSH90,772,780.5714286,4.781225218,777.7893296,13.82565955,13200,POSH90,578,728.9758065,28.38519574,744.6626462,12.99760112,2022,POSH90,16,18.5,3.14889513,21.12124826,2.316878813,88,POSH90,19,19,0,19,1.91942974,533,0.043521266,0.040378788
POSH91,POSH91,freshwater biome [ENVO:00000873],skin environment [ENVO:2100003],mucus material [ENVO:02000040],SRX22506770,USA: Front Royal CBI,Desmognathus fuscus,skin metagenome,ILLUMINA,POSH91,526,531.2307692,3.617822167,529.928369,11.39513735,9221,POSH91,435,504.5148515,16.75388899,518.552049,9.511683892,2022,POSH91,7,7,0.46291005,7.370605469,1.214754679,132,POSH91,7,7,0,7,0.9258201,627,0.065281899,0.067996963
POSHF01,POSHF01,temperate woodland biome [ENVO:01000221],soil environment [ENVO:01001044],soil [ENVO:00001998],SRX22506771,USA: Front Royal CBI,not applicable,soil metagenome,ILLUMINA,POSHF01,690,716.4,12.10949225,698.6605406,13.01664495,12695,POSHF01,538,653.2385321,23.91973782,660.5095448,11.38592135,2022,POSHF01,5,5,0.223606798,5.480968858,0.657357539,18,POSHF01,5,5,0,5,1.095445115,91,0.008902077,0.007168176
POSHF03,POSHF03,temperate woodland biome [ENVO:01000221],soil environment [ENVO:01001044],soil [ENVO:00001998],SRX22506773,USA: Front Royal CBI,not applicable,soil metagenome,ILLUMINA,POSHF03,690,709.0909091,8.453397868,700.7830213,13.09014392,11719,POSHF03,537,641.2241379,21.84917895,644.3835936,10.74480464,2022,POSHF03,9,9.333333333,0.914800891,9.984444444,1.223425713,38,POSHF03,9,9,0,9,1.247219129,268,0.018793274,0.022868845
POSHF04,POSHF04,temperate woodland biome [ENVO:01000221],soil environment [ENVO:01001044],soil [ENVO:00001998],SRX22506774,USA: Front Royal CBI,not applicable,soil metagenome,ILLUMINA,POSHF04,570,583.6363636,7.259937368,576.3082535,11.86782829,8674,POSHF04,484,573.6315789,20.50613008,572.9433852,10.14590649,2022,POSHF04,5,5,0,5,1.095445115,51,POSHF04,6,6,0,NA,NA,165,0.025222552,0.019022366
POSHF05,POSHF05,temperate woodland biome [ENVO:01000221],soil environment [ENVO:01001044],soil [ENVO:00001998],SRX22506775,USA: Front Royal CBI,not applicable,soil metagenome,ILLUMINA,POSHF05,300,310.9090909,7.245935092,304.4730969,8.559133638,5186,POSHF05,274,295,8.54516291,294.8335263,6.925660363,2022,POSHF05,7,7,0.46291005,7.312144627,0.539247662,39,POSHF05,7,7,0,7,1.309307341,93,0.019287834,0.017932896
POSHF06,POSHF06,temperate woodland biome [ENVO:01000221],soil environment [ENVO:01001044],soil [ENVO:00001998],SRX22506776,USA: Front Royal CBI,not applicable,soil metagenome,ILLUMINA,POSHF06,272,275.2352941,2.830229068,274.8862489,8.092896241,4485,POSHF06,254,272,7.907165525,271.415886,6.953369887,2022,POSHF06,23,23,0,23,2.395648229,398,POSHF06,23,23,0,23,2.206709137,838,0.196834817,0.186845039
POSHF07,POSHF07,temperate woodland biome [ENVO:01000221],soil environment [ENVO:01001044],soil [ENVO:00001998],SRX22506777,USA: Front Royal CBI,not applicable,soil metagenome,ILLUMINA,POSHF07,376,380.2,3.150047607,380.1762985,9.637717133,5199,POSHF07,343,361.9649123,7.512770914,363.7153829,7.152182248,2022,POSHF07,10,10,0.118585412,10.47675371,0.680046172,48,POSHF07,11,11,0,11,1.651445648,140,0.023738872,0.026928255
POSHF08,POSHF08,temperate woodland biome [ENVO:01000221],soil environment [ENVO:01001044],soil [ENVO:00001998],SRX22506778,USA: Front Royal CBI,not applicable,soil metagenome,ILLUMINA,POSHF08,347,355.5,5.413143737,352.0488885,9.14482332,4515,POSHF08,320,346.2325581,10.02158003,341.9863931,7.293384699,2022,POSHF08,2,2,0,2,0.707106781,23,POSHF08,2,2,0,NA,NA,48,0.011374876,0.010631229
POSHF09,POSHF09,temperate woodland biome [ENVO:01000221],soil environment [ENVO:01001044],soil [ENVO:00001998],SRX22506779,USA: Front Royal CBI,not applicable,soil metagenome,ILLUMINA,POSHF09,301,312.6666667,8.001900978,305.1534726,8.638413413,4209,POSHF09,287,297.483871,5.61299524,295.8663567,6.993594117,2022,POSHF09,6,6,0.228217732,6.338176,0.568834098,26,POSHF09,6,6,0,6,0.912870929,54,0.012858556,0.012829651
POSHF10,POSHF10,temperate woodland biome [ENVO:01000221],soil environment [ENVO:01001044],soil [ENVO:00001998],SRX22506781,USA: Front Royal CBI,not applicable,soil metagenome,ILLUMINA,POSHF10,386,388.2916667,2.146291852,388.6464055,9.46365247,5045,POSHF10,353,374.8630137,7.903466917,382.4836396,7.602777987,2022,POSHF10,9,9,0.471404521,9.353579354,1.414850891,79,POSHF10,9,9,0,9,1.490711985,179,0.039070227,0.035480674
POSHF11,POSHF11,temperate woodland biome [ENVO:01000221],soil environment [ENVO:01001044],soil [ENVO:00001998],SRX22506782,USA: Front Royal CBI,not applicable,soil metagenome,ILLUMINA,POSHF11,169,170.6666667,2.044548965,170.415783,6.447601617,2584,POSHF11,164,165.5,1.875173708,165.3818181,6.076969108,2022,POSHF11,4,4,0,4,0.866025404,32,POSHF11,4,4,0,4,0.866025404,36,0.015825915,0.013931889
POSHF13,POSHF13,temperate woodland biome [ENVO:01000221],soil environment [ENVO:01001044],soil [ENVO:00001998],SRX22506784,USA: Front Royal CBI,not applicable,soil metagenome,ILLUMINA,POSHF13,512,517.6666667,3.791184155,516.3589163,11.16868007,7322,POSHF13,436,484.032967,13.1278847,489.6097686,8.436864674,2022,POSHF13,4,4,0,4,0,19,POSHF13,4,4,0,4,0.866025404,50,0.009396637,0.006828735
POSHF14,POSHF14,temperate woodland biome [ENVO:01000221],soil environment [ENVO:01001044],soil [ENVO:00001998],SRX22506785,USA: Front Royal CBI,not applicable,soil metagenome,ILLUMINA,POSHF14,699,715.1111111,7.821737493,707.2108506,13.13336907,11831,POSHF14,535,628.440678,20.0694609,637.8590565,10.73999679,2022,POSHF14,6,6,0.228217732,6.488715278,0.663672634,25,POSHF14,7,7,0,7,1.195228609,170,0.012363996,0.014369031
POSHS01,POSHS01,freshwater biome [ENVO:00000873],stream [ENVO:00000023],liquid water [ENVO:00002006],SRX22506786,USA: Front Royal CBI,not applicable,freshwater metagenome,ILLUMINA,POSHS01,406,409.28125,2.585874839,410.1567991,9.832581173,4879,POSHS01,372,400.8,9.651119601,404.8505645,7.705275985,2022,POSHS01,3,3,0.136082763,3.75,0.985800499,5,POSHS01,3,3,0,3,1.49E-08,18,0.002472799,0.003689281
POSHS02,POSHS02,freshwater biome [ENVO:00000873],stream [ENVO:00000023],liquid water [ENVO:00002006],SRX22506787,USA: Front Royal CBI,not applicable,freshwater metagenome,ILLUMINA,POSHS02,295,296.3125,1.602624413,296.4768876,8.236446652,3550,POSHS02,286,290.2222222,2.892194528,292.9159729,6.720300507,2022,POSHS02,1,1,0,1,0,8,POSHS02,1,1,0,NA,NA,12,0.003956479,0.003380282
POSHS03,POSHS03,freshwater biome [ENVO:00000873],stream [ENVO:00000023],liquid water [ENVO:00002006],SRX22506788,USA: Front Royal CBI,not applicable,freshwater metagenome,ILLUMINA,POSHS03,385,386.5652174,1.701801979,387.0024331,9.598948483,5040,POSHS03,359,389.5,10.38094471,390.0106785,7.588482987,2022,POSHS03,5,5,0,5,0.894427191,25,POSHS03,5,5,0,5,1.095445115,69,0.012363996,0.013690476
POSHS04,POSHS04,freshwater biome [ENVO:00000873],stream [ENVO:00000023],liquid water [ENVO:00002006],SRX22506789,USA: Front Royal CBI,not applicable,freshwater metagenome,ILLUMINA,POSHS04,359,360.2727273,1.507515169,360.7925429,9.213846346,5935,POSHS04,329,368.9375,12.42296198,375.1988776,8.077566349,2022,POSHS04,1,1,0,1,0,7,POSHS04,1,1,0,NA,NA,20,0.003461919,0.00336984
POSHS05,POSHS05,freshwater biome [ENVO:00000873],stream [ENVO:00000023],liquid water [ENVO:00002006],SRX22506790,USA: Front Royal CBI,not applicable,freshwater metagenome,ILLUMINA,POSHS05,198,198.9375,1.302949869,199.5586111,6.844258822,2271,POSHS05,198,199.6470588,1.831335395,200.1909577,6.737971823,2022,POSHS05,1,1,0,1,0,9,POSHS05,1,1,0,1,0,10,0.004451039,0.004403347
POSHS06,POSHS06,freshwater biome [ENVO:00000873],stream [ENVO:00000023],liquid water [ENVO:00002006],SRX22506792,USA: Front Royal CBI,not applicable,freshwater metagenome,ILLUMINA,POSHS06,223,225,2.053348832,225.3475668,7.116232462,2487,POSHS06,222,226.2857143,3.133763496,227.5710239,6.609696246,2022,POSHS06,5,5,0,5,0.894427191,38,POSHS06,5,5,0,5,0.894427191,46,0.018793274,0.01849618
POSHS07,POSHS07,freshwater biome [ENVO:00000873],stream [ENVO:00000023],liquid water [ENVO:00002006],SRX22506793,USA: Front Royal CBI,not applicable,freshwater metagenome,ILLUMINA,POSHS07,192,196.5,4.107135152,194.3680879,6.882352615,4427,POSHS07,182,189.7727273,4.881212707,190.0049518,5.964314897,2022,POSHS07,2,2,0,2,0.707106781,18,POSHS07,2,2,0,2,0.707106781,33,0.008902077,0.007454258
POSHS08,POSHS08,freshwater biome [ENVO:00000873],stream [ENVO:00000023],liquid water [ENVO:00002006],SRX22507094,USA: Front Royal CBI,not applicable,freshwater metagenome,ILLUMINA,POSHS08,266,267.4,1.61797014,267.8685942,7.815170586,3140,POSHS08,258,263.8333333,3.682542552,265.334751,6.795189413,2022,POSHS08,2,2,0,NA,NA,77,POSHS08,2,2,0,NA,NA,127,0.038081108,0.04044586
SRBE01,SRBE01,temperate woodland biome [ENVO:01000221],skin environment [ENVO:2100003],mucus material [ENVO:02000040],SRX22507095,USA: Maryland,Plethodon hoffmani,skin metagenome,ILLUMINA,SRBE01,1243,1264.794118,9.238986682,1254.086907,16.5666834,48509,SRBE01,688,892.0862069,32.6866426,958.4553861,16.25041567,2022,SRBE01,16,26.5,10.49528196,23.36720227,2.383802178,66,SRBE01,22,22,0.244252105,22.338176,2.015588425,1563,0.03264095,0.032220825
SRBE02,SRBE02,temperate woodland biome [ENVO:01000221],skin environment [ENVO:2100003],mucus material [ENVO:02000040],SRX22507097,USA: Maryland,Plethodon cinereus,skin metagenome,ILLUMINA,SRBE02,439,454.8125,8.714355337,446.7635307,10.19285988,18557,SRBE02,324,417.3962264,24.64351896,409.3800155,9.860653941,2022,SRBE02,12,13.5,2.56580072,14.20530565,1.747606714,83,SRBE02,14,14,0,14,1.535298947,727,0.041048467,0.039176591
SRBE03,SRBE03,temperate woodland biome [ENVO:01000221],skin environment [ENVO:2100003],mucus material [ENVO:02000040],SRX22507098,USA: Maryland,Plethodon cinereus,skin metagenome,ILLUMINA,SRBE03,382,385,3.419979494,384.3314207,5.721583619,23615,SRBE03,334,355.3870968,8.032591065,358.2842125,6.72277492,2022,SRBE03,16,16,0.12103073,16.35124663,1.623069739,249,SRBE03,18,18,0,18,0.971825316,2909,0.123145401,0.123184417
SRBE04,SRBE04,temperate woodland biome [ENVO:01000221],skin environment [ENVO:2100003],mucus material [ENVO:02000040],SRX22507099,USA: Maryland,Plethodon cinereus,skin metagenome,ILLUMINA,SRBE04,311,315.5833333,3.821997925,313.6729871,8.728585118,17174,SRBE04,223,280.5,18.05561524,280.7650983,7.758426222,2022,SRBE04,7,13,7.076505004,21.8,1.860301724,110,SRBE04,8,8,0,8,1.224744871,915,0.054401583,0.053278211
SRBE05,SRBE05,temperate woodland biome [ENVO:01000221],skin environment [ENVO:2100003],mucus material [ENVO:02000040],SRX22507100,USA: Maryland,Plethodon cinereus,skin metagenome,ILLUMINA,SRBE05,166,166.2,0.62133198,167.2241822,3.354111641,40959,SRBE05,144,158.1304348,7.374606119,157.9825642,5.269234001,2022,SRBE05,13,13.5,1.28290036,14.09809558,1.783872946,276,SRBE05,16,16,0,16,1.5612495,5929,0.136498516,0.144754511
SRBE06,SRBE06,temperate woodland biome [ENVO:01000221],skin environment [ENVO:2100003],mucus material [ENVO:02000040],SRX22507101,USA: Maryland,Plethodon cinereus,skin metagenome,ILLUMINA,SRBE06,1193,1217.375,10.16402308,1204.230878,16.15702566,44944,SRBE06,674,989.480916,49.56392892,977.1740921,16.44929917,2022,SRBE06,4,4.5,1.25,5.786666667,1.175278495,7,SRBE06,8,8,0,8,1.369306394,219,0.003461919,0.004872731
SRBE07,SRBE07,temperate woodland biome [ENVO:01000221],skin environment [ENVO:2100003],mucus material [ENVO:02000040],SRX22507102,USA: Maryland,Plethodon cinereus,skin metagenome,ILLUMINA,SRBE07,799,808.5454545,6.567857921,801.9955645,12.15831134,56963,SRBE07,454,704.3163265,44.9136379,784.3425816,17.21832141,2022,SRBE07,9,15,7.122733558,14.11691492,2.146656407,69,SRBE07,18,18,0,18,0.971825316,2458,0.034124629,0.043150817
SRBE08,SRBE08,temperate woodland biome [ENVO:01000221],skin environment [ENVO:2100003],mucus material [ENVO:02000040],SRX22507103,USA: Maryland,Plethodon cinereus,skin metagenome,ILLUMINA,SRBE08,665,670.25,5.375425973,666.713814,8.014802241,49838,SRBE08,475,593.6842105,24.18095782,620.26515,12.32072448,2022,SRBE08,20,20.6,1.1828089,21.55147307,1.881456563,407,SRBE08,24,24,0.489472505,NA,NA,10126,0.201285856,0.203178298
SRBE09,SRBE09,temperate woodland biome [ENVO:01000221],skin environment [ENVO:2100003],mucus material [ENVO:02000040],SRX22507104,USA: Maryland,Plethodon cinereus,skin metagenome,ILLUMINA,SRBE09,511,515.875,3.768435703,513.6447079,11.230347,48572,SRBE09,237,456.3333333,51.37157813,465.7342732,12.68560067,2022,SRBE09,9,11,2.858621551,13.44444444,1.844965872,85,SRBE09,16,16,0,16,1.854049622,2054,0.042037587,0.042287738
SRBEF01,SRBEF01,temperate woodland biome [ENVO:01000221],soil environment [ENVO:01001044],soil [ENVO:00001998],SRX22507105,USA: Maryland,not applicable,soil metagenome,ILLUMINA,SRBEF01,358,359.1052632,1.408993531,359.5010558,9.412888927,6794,SRBEF01,320,341.1206897,8.068210723,344.8206454,7.383624065,2022,SRBEF01,4,4,0.216506351,4.613702624,0.705349542,15,SRBEF01,4,4,0,4,0.866025404,62,0.007418398,0.009125699
SRBEF02,SRBEF02,temperate woodland biome [ENVO:01000221],soil environment [ENVO:01001044],soil [ENVO:00001998],SRX22507106,USA: Maryland,not applicable,soil metagenome,ILLUMINA,SRBEF02,604,631.0833333,14.15993234,611.1261218,11.85575191,15937,SRBEF02,468,542.5555556,17.71688278,557.6286462,10.17680585,2022,SRBEF02,2,2,0.176776695,3,0.851822031,3,SRBEF02,2,2,0,2,0,16,0.00148368,0.001003953
SRBEF03,SRBEF03,temperate woodland biome [ENVO:01000221],soil environment [ENVO:01001044],soil [ENVO:00001998],SRX22507108,USA: Maryland,not applicable,soil metagenome,ILLUMINA,SRBEF03,459,461.8888889,2.443896348,462.085893,10.65367268,8435,SRBEF03,398,434.6219512,11.06572016,443.7869579,8.551980054,2022,SRBEF03,2,2,0,2,0,9,SRBEF03,2,2,0,2,0.707106781,35,0.004451039,0.004149378
